wavelength_nm,x_centroid_px,x_peak_px,displacement_px,filepath,dispersion_px_per_nm,resolution_nm
585,483.557056,481,98.592755,scan_blocks_output/B4_0501_0700/00042_0585nm.npy,0.139351750000003,28.704339916792676
587,483.873579,481,98.909278,scan_blocks_output/B4_0501_0700/00043_0587nm.npy,0.1768177499999979,22.622163216080104
589,484.264327,481,99.300026,scan_blocks_output/B4_0501_0700/00044_0589nm.npy,0.14140449999999305,28.28764289679746
591,484.439197,481,99.474895,scan_blocks_output/B4_0501_0700/00045_0591nm.npy,0.11481725000000154,34.8379707752968
593,484.723596,481,99.759295,scan_blocks_output/B4_0501_0700/00046_0593nm.npy,0.1331935000000044,30.03149553093708
595,484.971971,481,100.00767,scan_blocks_output/B4_0501_0700/00047_0595nm.npy,0.118460749999997,33.76645851052016
597,485.197439,481,100.233137,scan_blocks_output/B4_0501_0700/00048_0597nm.npy,0.09881624999999872,40.479172200929014
599,485.367236,481,100.402935,scan_blocks_output/B4_0501_0700/00049_0599nm.npy,2.548900500000002,1.5693040979826387
601,495.393041,496,110.42874,scan_blocks_output/B4_0501_0700/00050_0601nm.npy,2.5508655000000005,1.5680952210142005
603,495.570698,496,110.606397,scan_blocks_output/B4_0501_0700/00051_0603nm.npy,0.12914025000000606,30.974076633735898
605,495.909602,496,110.945301,scan_blocks_output/B4_0501_0700/00052_0605nm.npy,0.1476235000000088,27.0959569445228
607,496.161192,496,111.196891,scan_blocks_output/B4_0501_0700/00053_0607nm.npy,0.14084850000000415,28.399308476837753
609,496.472996,496,111.508695,scan_blocks_output/B4_0501_0700/00054_0609nm.npy,0.12913399999999342,30.97557575851599
611,496.677728,496,111.713426,scan_blocks_output/B4_0501_0700/00055_0611nm.npy,0.11934549999999433,33.516135924690836
613,496.950378,496,111.986077,scan_blocks_output/B4_0501_0700/00056_0613nm.npy,0.1333125000000024,30.004688232535795
615,497.210978,496,112.246677,scan_blocks_output/B4_0501_0700/00057_0615nm.npy,0.10673724999999479,37.47520195620737
617,497.377327,496,112.413026,scan_blocks_output/B4_0501_0700/00058_0617nm.npy,0.11582724999999527,34.53418776669707
619,497.674287,496,112.709986,scan_blocks_output/B4_0501_0700/00059_0619nm.npy,0.12853325000000382,31.12035212678339
621,497.89146,496,112.927159,scan_blocks_output/B4_0501_0700/00060_0621nm.npy,0.12470899999999574,32.07466983136852
623,498.173123,496,113.208822,scan_blocks_output/B4_0501_0700/00061_0623nm.npy,0.10540575000000274,37.94859388600618
625,498.313083,496,113.348782,scan_blocks_output/B4_0501_0700/00062_0625nm.npy,0.08541625000000863,46.82949672924761
