wavelength_nm,x_centroid_px,x_peak_px,displacement_px,filepath
1359,632.213431,631,2.455408,scan_blocks_output/B7_1301_1700/00029_1359nm.npy
1361,632.402770,631,2.644748,scan_blocks_output/B7_1301_1700/00030_1361nm.npy
1363,632.454071,632,2.696049,scan_blocks_output/B7_1301_1700/00031_1363nm.npy
1365,632.496897,632,2.738875,scan_blocks_output/B7_1301_1700/00032_1365nm.npy
1367,632.590885,632,2.832863,scan_blocks_output/B7_1301_1700/00033_1367nm.npy
1369,632.658539,632,2.900517,scan_blocks_output/B7_1301_1700/00034_1369nm.npy
1371,632.723145,632,2.965123,scan_blocks_output/B7_1301_1700/00035_1371nm.npy
1373,632.796522,632,3.038500,scan_blocks_output/B7_1301_1700/00036_1373nm.npy
1375,632.865612,632,3.107590,scan_blocks_output/B7_1301_1700/00037_1375nm.npy
1377,632.933041,632,3.175018,scan_blocks_output/B7_1301_1700/00038_1377nm.npy
1379,633.000191,633,3.242169,scan_blocks_output/B7_1301_1700/00039_1379nm.npy
1381,633.183530,633,3.425508,scan_blocks_output/B7_1301_1700/00040_1381nm.npy
1383,633.244961,633,3.486938,scan_blocks_output/B7_1301_1700/00041_1383nm.npy
1385,633.328702,633,3.570680,scan_blocks_output/B7_1301_1700/00042_1385nm.npy
1387,633.410278,633,3.652255,scan_blocks_output/B7_1301_1700/00043_1387nm.npy
1389,633.482969,633,3.724947,scan_blocks_output/B7_1301_1700/00044_1389nm.npy
1391,633.695872,633,3.937849,scan_blocks_output/B7_1301_1700/00045_1391nm.npy
1393,633.763754,633,4.005732,scan_blocks_output/B7_1301_1700/00046_1393nm.npy
1395,633.827620,633,4.069598,scan_blocks_output/B7_1301_1700/00047_1395nm.npy
1397,633.892709,633,4.134687,scan_blocks_output/B7_1301_1700/00048_1397nm.npy
1399,633.974839,633,4.216817,scan_blocks_output/B7_1301_1700/00049_1399nm.npy
1401,634.179051,633,4.421028,scan_blocks_output/B7_1301_1700/00050_1401nm.npy
1403,634.255262,633,4.497239,scan_blocks_output/B7_1301_1700/00051_1403nm.npy
1405,634.341562,633,4.583540,scan_blocks_output/B7_1301_1700/00052_1405nm.npy
1407,634.410464,633,4.652442,scan_blocks_output/B7_1301_1700/00053_1407nm.npy
1409,634.446547,633,4.688525,scan_blocks_output/B7_1301_1700/00054_1409nm.npy
1411,634.560618,633,4.802595,scan_blocks_output/B7_1301_1700/00055_1411nm.npy
1413,634.627565,633,4.869543,scan_blocks_output/B7_1301_1700/00056_1413nm.npy
1415,634.700859,633,4.942837,scan_blocks_output/B7_1301_1700/00057_1415nm.npy
1417,634.917452,633,5.159430,scan_blocks_output/B7_1301_1700/00058_1417nm.npy
1419,634.987502,633,5.229479,scan_blocks_output/B7_1301_1700/00059_1419nm.npy
1421,635.183272,633,5.425249,scan_blocks_output/B7_1301_1700/00060_1421nm.npy
1423,635.265321,633,5.507298,scan_blocks_output/B7_1301_1700/00061_1423nm.npy
1425,635.343846,633,5.585824,scan_blocks_output/B7_1301_1700/00062_1425nm.npy
1427,635.408746,633,5.650724,scan_blocks_output/B7_1301_1700/00063_1427nm.npy
1429,635.479652,634,5.721630,scan_blocks_output/B7_1301_1700/00064_1429nm.npy
1431,635.551488,634,5.793465,scan_blocks_output/B7_1301_1700/00065_1431nm.npy
1433,635.626026,634,5.868003,scan_blocks_output/B7_1301_1700/00066_1433nm.npy
1435,635.837854,634,6.079832,scan_blocks_output/B7_1301_1700/00067_1435nm.npy
1437,635.906295,634,6.148273,scan_blocks_output/B7_1301_1700/00068_1437nm.npy
1439,635.966481,635,6.208459,scan_blocks_output/B7_1301_1700/00069_1439nm.npy
1441,636.032612,635,6.274590,scan_blocks_output/B7_1301_1700/00070_1441nm.npy
1443,636.097320,635,6.339297,scan_blocks_output/B7_1301_1700/00071_1443nm.npy
1445,636.163752,635,6.405730,scan_blocks_output/B7_1301_1700/00072_1445nm.npy
1447,636.263963,635,6.505941,scan_blocks_output/B7_1301_1700/00073_1447nm.npy
1449,636.331482,635,6.573460,scan_blocks_output/B7_1301_1700/00074_1449nm.npy
1451,636.398737,635,6.640715,scan_blocks_output/B7_1301_1700/00075_1451nm.npy
1453,636.484846,635,6.726824,scan_blocks_output/B7_1301_1700/00076_1453nm.npy
1455,636.556946,635,6.798924,scan_blocks_output/B7_1301_1700/00077_1455nm.npy
1457,636.885693,635,7.127671,scan_blocks_output/B7_1301_1700/00078_1457nm.npy
1459,636.952945,635,7.194923,scan_blocks_output/B7_1301_1700/00079_1459nm.npy
1461,637.056008,635,7.297986,scan_blocks_output/B7_1301_1700/00080_1461nm.npy
1463,637.135747,635,7.377725,scan_blocks_output/B7_1301_1700/00081_1463nm.npy
1465,637.212193,635,7.454170,scan_blocks_output/B7_1301_1700/00082_1465nm.npy
1467,637.306083,635,7.548061,scan_blocks_output/B7_1301_1700/00083_1467nm.npy
1469,637.388121,635,7.630099,scan_blocks_output/B7_1301_1700/00084_1469nm.npy
1471,637.467421,636,7.709399,scan_blocks_output/B7_1301_1700/00085_1471nm.npy
1473,637.695901,636,7.937879,scan_blocks_output/B7_1301_1700/00086_1473nm.npy
1475,637.777135,636,8.019113,scan_blocks_output/B7_1301_1700/00087_1475nm.npy
1477,637.832614,636,8.074592,scan_blocks_output/B7_1301_1700/00088_1477nm.npy
1479,637.929865,636,8.171843,scan_blocks_output/B7_1301_1700/00089_1479nm.npy
1481,638.004725,636,8.246703,scan_blocks_output/B7_1301_1700/00090_1481nm.npy
1483,638.085172,636,8.327150,scan_blocks_output/B7_1301_1700/00091_1483nm.npy
1485,638.308375,636,8.550353,scan_blocks_output/B7_1301_1700/00092_1485nm.npy
1487,638.390223,636,8.632201,scan_blocks_output/B7_1301_1700/00093_1487nm.npy
1489,638.596932,636,8.838910,scan_blocks_output/B7_1301_1700/00094_1489nm.npy
1491,638.695056,636,8.937034,scan_blocks_output/B7_1301_1700/00095_1491nm.npy
1493,638.781505,636,9.023483,scan_blocks_output/B7_1301_1700/00096_1493nm.npy
1495,638.860478,637,9.102456,scan_blocks_output/B7_1301_1700/00097_1495nm.npy
1497,638.945689,637,9.187667,scan_blocks_output/B7_1301_1700/00098_1497nm.npy
1499,639.042013,636,9.283990,scan_blocks_output/B7_1301_1700/00099_1499nm.npy
1501,639.126172,637,9.368150,scan_blocks_output/B7_1301_1700/00100_1501nm.npy
1503,639.200677,637,9.442655,scan_blocks_output/B7_1301_1700/00101_1503nm.npy
1505,639.434076,637,9.676054,scan_blocks_output/B7_1301_1700/00102_1505nm.npy
1507,639.644582,637,9.886560,scan_blocks_output/B7_1301_1700/00103_1507nm.npy
1509,639.725479,637,9.967456,scan_blocks_output/B7_1301_1700/00104_1509nm.npy
1511,639.812413,637,10.054391,scan_blocks_output/B7_1301_1700/00105_1511nm.npy
1513,639.885056,637,10.127034,scan_blocks_output/B7_1301_1700/00106_1513nm.npy
1515,639.962467,637,10.204445,scan_blocks_output/B7_1301_1700/00107_1515nm.npy
1517,640.032564,637,10.274542,scan_blocks_output/B7_1301_1700/00108_1517nm.npy
1519,640.131931,637,10.373908,scan_blocks_output/B7_1301_1700/00109_1519nm.npy
1521,640.204397,637,10.446375,scan_blocks_output/B7_1301_1700/00110_1521nm.npy
1523,640.434319,637,10.676296,scan_blocks_output/B7_1301_1700/00111_1523nm.npy
1525,640.534924,637,10.776902,scan_blocks_output/B7_1301_1700/00112_1525nm.npy
1527,640.599905,637,10.841882,scan_blocks_output/B7_1301_1700/00113_1527nm.npy
1529,640.703422,637,10.945399,scan_blocks_output/B7_1301_1700/00114_1529nm.npy
1531,640.934768,638,11.176746,scan_blocks_output/B7_1301_1700/00115_1531nm.npy
1533,641.026561,638,11.268539,scan_blocks_output/B7_1301_1700/00116_1533nm.npy
1535,641.252199,638,11.494177,scan_blocks_output/B7_1301_1700/00117_1535nm.npy
1537,641.344998,638,11.586976,scan_blocks_output/B7_1301_1700/00118_1537nm.npy
1539,641.440412,638,11.682389,scan_blocks_output/B7_1301_1700/00119_1539nm.npy
1541,641.524935,638,11.766913,scan_blocks_output/B7_1301_1700/00120_1541nm.npy
1543,641.626864,638,11.868841,scan_blocks_output/B7_1301_1700/00121_1543nm.npy
1545,641.846135,638,12.088113,scan_blocks_output/B7_1301_1700/00122_1545nm.npy
1547,641.938021,638,12.179999,scan_blocks_output/B7_1301_1700/00123_1547nm.npy
1549,642.041243,638,12.283221,scan_blocks_output/B7_1301_1700/00124_1549nm.npy
1551,642.135140,638,12.377118,scan_blocks_output/B7_1301_1700/00125_1551nm.npy
1553,642.226207,639,12.468185,scan_blocks_output/B7_1301_1700/00126_1553nm.npy
1555,642.461884,639,12.703862,scan_blocks_output/B7_1301_1700/00127_1555nm.npy
1557,642.565219,639,12.807196,scan_blocks_output/B7_1301_1700/00128_1557nm.npy
1559,642.651670,639,12.893647,scan_blocks_output/B7_1301_1700/00129_1559nm.npy
1561,642.743133,639,12.985111,scan_blocks_output/B7_1301_1700/00130_1561nm.npy
1563,642.842196,639,13.084173,scan_blocks_output/B7_1301_1700/00131_1563nm.npy
1565,642.943089,639,13.185067,scan_blocks_output/B7_1301_1700/00132_1565nm.npy
1567,643.295147,639,13.537125,scan_blocks_output/B7_1301_1700/00133_1567nm.npy
1569,643.405695,639,13.647672,scan_blocks_output/B7_1301_1700/00134_1569nm.npy
1571,643.491010,639,13.732988,scan_blocks_output/B7_1301_1700/00135_1571nm.npy
1573,643.591351,639,13.833328,scan_blocks_output/B7_1301_1700/00136_1573nm.npy
1575,643.682807,640,13.924785,scan_blocks_output/B7_1301_1700/00137_1575nm.npy
1577,643.923447,640,14.165424,scan_blocks_output/B7_1301_1700/00138_1577nm.npy
1579,644.008574,640,14.250552,scan_blocks_output/B7_1301_1700/00139_1579nm.npy
1581,644.091822,640,14.333800,scan_blocks_output/B7_1301_1700/00140_1581nm.npy
1583,644.194877,641,14.436855,scan_blocks_output/B7_1301_1700/00141_1583nm.npy
1585,644.274864,641,14.516842,scan_blocks_output/B7_1301_1700/00142_1585nm.npy
1587,644.546136,641,14.788114,scan_blocks_output/B7_1301_1700/00143_1587nm.npy
1589,644.629682,641,14.871659,scan_blocks_output/B7_1301_1700/00144_1589nm.npy
1591,644.739107,641,14.981085,scan_blocks_output/B7_1301_1700/00145_1591nm.npy
1593,644.810880,641,15.052857,scan_blocks_output/B7_1301_1700/00146_1593nm.npy
1595,645.033159,641,15.275137,scan_blocks_output/B7_1301_1700/00147_1595nm.npy
1597,645.290228,641,15.532206,scan_blocks_output/B7_1301_1700/00148_1597nm.npy
1599,645.375625,641,15.617603,scan_blocks_output/B7_1301_1700/00149_1599nm.npy
1601,645.457546,641,15.699524,scan_blocks_output/B7_1301_1700/00150_1601nm.npy
1603,645.532856,641,15.774834,scan_blocks_output/B7_1301_1700/00151_1603nm.npy
1605,645.773603,641,16.015581,scan_blocks_output/B7_1301_1700/00152_1605nm.npy
1607,645.856484,641,16.098462,scan_blocks_output/B7_1301_1700/00153_1607nm.npy
1609,645.944217,642,16.186195,scan_blocks_output/B7_1301_1700/00154_1609nm.npy
1611,646.061516,642,16.303494,scan_blocks_output/B7_1301_1700/00155_1611nm.npy
1613,646.281899,643,16.523877,scan_blocks_output/B7_1301_1700/00156_1613nm.npy
1615,646.372354,643,16.614332,scan_blocks_output/B7_1301_1700/00157_1615nm.npy
1617,646.464440,643,16.706417,scan_blocks_output/B7_1301_1700/00158_1617nm.npy
1619,646.681426,643,16.923404,scan_blocks_output/B7_1301_1700/00159_1619nm.npy
1621,646.771803,643,17.013781,scan_blocks_output/B7_1301_1700/00160_1621nm.npy
1623,647.003133,643,17.245111,scan_blocks_output/B7_1301_1700/00161_1623nm.npy
1625,647.092655,643,17.334632,scan_blocks_output/B7_1301_1700/00162_1625nm.npy
1627,647.187840,643,17.429818,scan_blocks_output/B7_1301_1700/00163_1627nm.npy
1629,647.437476,643,17.679454,scan_blocks_output/B7_1301_1700/00164_1629nm.npy
1631,647.530264,643,17.772242,scan_blocks_output/B7_1301_1700/00165_1631nm.npy
1633,647.613156,643,17.855134,scan_blocks_output/B7_1301_1700/00166_1633nm.npy
1635,647.700072,643,17.942050,scan_blocks_output/B7_1301_1700/00167_1635nm.npy
1637,647.904587,643,18.146565,scan_blocks_output/B7_1301_1700/00168_1637nm.npy
1639,648.013197,643,18.255175,scan_blocks_output/B7_1301_1700/00169_1639nm.npy
1641,648.118247,643,18.360225,scan_blocks_output/B7_1301_1700/00170_1641nm.npy
1643,648.238474,644,18.480452,scan_blocks_output/B7_1301_1700/00171_1643nm.npy
1645,648.478577,644,18.720554,scan_blocks_output/B7_1301_1700/00172_1645nm.npy
1647,648.573074,644,18.815052,scan_blocks_output/B7_1301_1700/00173_1647nm.npy
1649,648.688231,645,18.930209,scan_blocks_output/B7_1301_1700/00174_1649nm.npy
1651,648.792716,645,19.034694,scan_blocks_output/B7_1301_1700/00175_1651nm.npy
1653,649.034885,645,19.276862,scan_blocks_output/B7_1301_1700/00176_1653nm.npy
1655,649.118469,646,19.360446,scan_blocks_output/B7_1301_1700/00177_1655nm.npy
1657,649.236432,646,19.478409,scan_blocks_output/B7_1301_1700/00178_1657nm.npy
1659,649.330816,646,19.572794,scan_blocks_output/B7_1301_1700/00179_1659nm.npy
1661,649.560165,646,19.802143,scan_blocks_output/B7_1301_1700/00180_1661nm.npy
1663,649.676522,647,19.918500,scan_blocks_output/B7_1301_1700/00181_1663nm.npy
1665,649.776118,647,20.018096,scan_blocks_output/B7_1301_1700/00182_1665nm.npy
1667,650.030398,647,20.272376,scan_blocks_output/B7_1301_1700/00183_1667nm.npy
1669,650.128733,648,20.370711,scan_blocks_output/B7_1301_1700/00184_1669nm.npy
1671,650.234332,648,20.476309,scan_blocks_output/B7_1301_1700/00185_1671nm.npy
1673,650.342047,649,20.584025,scan_blocks_output/B7_1301_1700/00186_1673nm.npy
1675,650.602395,649,20.844372,scan_blocks_output/B7_1301_1700/00187_1675nm.npy
1677,650.721871,649,20.963848,scan_blocks_output/B7_1301_1700/00188_1677nm.npy
1679,650.841096,650,21.083074,scan_blocks_output/B7_1301_1700/00189_1679nm.npy
1681,651.105033,650,21.347011,scan_blocks_output/B7_1301_1700/00190_1681nm.npy
1683,651.204789,651,21.446767,scan_blocks_output/B7_1301_1700/00191_1683nm.npy
1685,651.310596,652,21.552574,scan_blocks_output/B7_1301_1700/00192_1685nm.npy
1687,651.429564,652,21.671542,scan_blocks_output/B7_1301_1700/00193_1687nm.npy
1689,651.674715,652,21.916692,scan_blocks_output/B7_1301_1700/00194_1689nm.npy
1691,651.774269,653,22.016247,scan_blocks_output/B7_1301_1700/00195_1691nm.npy
1693,651.869147,653,22.111125,scan_blocks_output/B7_1301_1700/00196_1693nm.npy
1695,652.121977,653,22.363955,scan_blocks_output/B7_1301_1700/00197_1695nm.npy
1697,652.202881,653,22.444859,scan_blocks_output/B7_1301_1700/00198_1697nm.npy
1699,652.301611,653,22.543588,scan_blocks_output/B7_1301_1700/00199_1699nm.npy
