wavelength_nm,x_centroid_px,x_peak_px,displacement_px,filepath
451,423.627089,425,0.000000,scan_blocks_output/B3_0451_0500/00000_0451nm.npy
453,424.591367,425,0.964278,scan_blocks_output/B3_0451_0500/00001_0453nm.npy
455,425.417255,425,1.790166,scan_blocks_output/B3_0451_0500/00002_0455nm.npy
457,426.233934,425,2.606845,scan_blocks_output/B3_0451_0500/00003_0457nm.npy
459,427.293936,425,3.666847,scan_blocks_output/B3_0451_0500/00004_0459nm.npy
461,427.894832,425,4.267743,scan_blocks_output/B3_0451_0500/00005_0461nm.npy
463,430.871749,435,7.244660,scan_blocks_output/B3_0451_0500/00006_0463nm.npy
465,432.055019,435,8.427931,scan_blocks_output/B3_0451_0500/00007_0465nm.npy
467,433.053310,435,9.426222,scan_blocks_output/B3_0451_0500/00008_0467nm.npy
469,433.894852,435,10.267763,scan_blocks_output/B3_0451_0500/00009_0469nm.npy
471,434.492708,435,10.865619,scan_blocks_output/B3_0451_0500/00010_0471nm.npy
473,435.142363,435,11.515274,scan_blocks_output/B3_0451_0500/00011_0473nm.npy
475,435.658516,435,12.031428,scan_blocks_output/B3_0451_0500/00012_0475nm.npy
477,437.814426,439,14.187338,scan_blocks_output/B3_0451_0500/00013_0477nm.npy
479,438.339822,439,14.712734,scan_blocks_output/B3_0451_0500/00014_0479nm.npy
481,439.646041,441,16.018952,scan_blocks_output/B3_0451_0500/00015_0481nm.npy
483,440.253924,441,16.626835,scan_blocks_output/B3_0451_0500/00016_0483nm.npy
485,440.765077,441,17.137988,scan_blocks_output/B3_0451_0500/00017_0485nm.npy
487,441.352849,441,17.725761,scan_blocks_output/B3_0451_0500/00018_0487nm.npy
489,442.259664,441,18.632576,scan_blocks_output/B3_0451_0500/00019_0489nm.npy
491,443.009472,441,19.382383,scan_blocks_output/B3_0451_0500/00020_0491nm.npy
493,443.819841,441,20.192752,scan_blocks_output/B3_0451_0500/00021_0493nm.npy
495,444.710729,441,21.083640,scan_blocks_output/B3_0451_0500/00022_0495nm.npy
497,445.582510,441,21.955421,scan_blocks_output/B3_0451_0500/00023_0497nm.npy
499,446.752127,441,23.125038,scan_blocks_output/B3_0451_0500/00024_0499nm.npy
