wavelength_nm,x_centroid_px,x_peak_px,displacement_px,filepath
501,447.451792,441,0.000000,scan_blocks_output/B4_0501_0700/00000_0501nm.npy
503,448.202706,441,0.750914,scan_blocks_output/B4_0501_0700/00001_0503nm.npy
505,448.067332,441,0.615540,scan_blocks_output/B4_0501_0700/00002_0505nm.npy
507,451.504368,451,4.052575,scan_blocks_output/B4_0501_0700/00003_0507nm.npy
509,451.996849,451,4.545057,scan_blocks_output/B4_0501_0700/00004_0509nm.npy
511,452.965383,451,5.513590,scan_blocks_output/B4_0501_0700/00005_0511nm.npy
513,453.573664,451,6.121872,scan_blocks_output/B4_0501_0700/00006_0513nm.npy
515,454.127442,451,6.675650,scan_blocks_output/B4_0501_0700/00007_0515nm.npy
517,455.032863,451,7.581071,scan_blocks_output/B4_0501_0700/00008_0517nm.npy
519,455.586124,451,8.134332,scan_blocks_output/B4_0501_0700/00009_0519nm.npy
521,456.222585,451,8.770793,scan_blocks_output/B4_0501_0700/00010_0521nm.npy
523,456.529309,451,9.077517,scan_blocks_output/B4_0501_0700/00011_0523nm.npy
525,458.292273,455,10.840480,scan_blocks_output/B4_0501_0700/00012_0525nm.npy
527,458.674479,455,11.222687,scan_blocks_output/B4_0501_0700/00013_0527nm.npy
529,459.311925,455,11.860132,scan_blocks_output/B4_0501_0700/00014_0529nm.npy
531,459.880488,455,12.428696,scan_blocks_output/B4_0501_0700/00015_0531nm.npy
533,460.098546,455,12.646754,scan_blocks_output/B4_0501_0700/00016_0533nm.npy
535,463.961266,463,16.509473,scan_blocks_output/B4_0501_0700/00017_0535nm.npy
537,464.490366,463,17.038574,scan_blocks_output/B4_0501_0700/00018_0537nm.npy
539,467.587476,468,20.135684,scan_blocks_output/B4_0501_0700/00019_0539nm.npy
541,468.036988,468,20.585196,scan_blocks_output/B4_0501_0700/00020_0541nm.npy
543,469.568979,470,22.117187,scan_blocks_output/B4_0501_0700/00021_0543nm.npy
545,470.172116,470,22.720324,scan_blocks_output/B4_0501_0700/00022_0545nm.npy
547,470.586909,470,23.135117,scan_blocks_output/B4_0501_0700/00023_0547nm.npy
549,471.049293,470,23.597501,scan_blocks_output/B4_0501_0700/00024_0549nm.npy
551,471.536954,470,24.085162,scan_blocks_output/B4_0501_0700/00025_0551nm.npy
553,472.108846,470,24.657054,scan_blocks_output/B4_0501_0700/00026_0553nm.npy
555,472.447815,470,24.996023,scan_blocks_output/B4_0501_0700/00027_0555nm.npy
557,475.364063,475,27.912271,scan_blocks_output/B4_0501_0700/00028_0557nm.npy
559,476.389427,476,28.937634,scan_blocks_output/B4_0501_0700/00029_0559nm.npy
561,476.742652,476,29.290859,scan_blocks_output/B4_0501_0700/00030_0561nm.npy
563,477.136655,476,29.684863,scan_blocks_output/B4_0501_0700/00031_0563nm.npy
565,477.463899,476,30.012107,scan_blocks_output/B4_0501_0700/00032_0565nm.npy
567,477.943632,476,30.491840,scan_blocks_output/B4_0501_0700/00033_0567nm.npy
569,478.363174,476,30.911382,scan_blocks_output/B4_0501_0700/00034_0569nm.npy
571,478.680838,476,31.229045,scan_blocks_output/B4_0501_0700/00035_0571nm.npy
573,478.938054,476,31.486261,scan_blocks_output/B4_0501_0700/00036_0573nm.npy
